# Last workflow run on (ET): 2025-08-27 14:27:53
NID,Title,URL,Organization,Product,Issue,"What you should do",Category,"Recall class","Last updated",Archived
48661,"  Undeclared milk in Grant Chocolatier brand Dark Chocolate ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-grant-chocolatier-brand-dark-chocolate,CFIA,,Milk,,Food,"Class 2",2011-10-21,1
48674,"  Certain Viande Richelieu brand Horse Meat is being recalled due to chemical residues ",https://recalls-rappels.canada.ca/en/alert-recall/certain-viande-richelieu-brand-horse-meat-being-recalled-due-chemical-residues,CFIA,,,,Food,"Class 2",2011-10-21,1
48675,"  Certain No Name brand Potato and Bacon Perogies may contain extraneous material ",https://recalls-rappels.canada.ca/en/alert-recall/certain-no-name-brand-potato-and-bacon-perogies-may-contain-extraneous-material,CFIA,,"Extraneous Material",,Food,"Class 3",2011-10-21,1
48700,"  Certain Camino brand 55% Dark Chocolate with Almond may contain pieces of glass ",https://recalls-rappels.canada.ca/en/alert-recall/certain-camino-brand-55-dark-chocolate-almond-may-contain-pieces-glass,CFIA,,"Extraneous Material",,Food,"Class 2",2011-10-21,1
48814,"  Undeclared sunflower seeds in Handi brand 100 Calories Multigrain Bagels ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-sunflower-seeds-handi-brand-100-calories-multigrain-bagels,CFIA,,,,Food,"Class 2",2011-10-21,1
71424,"Transport Canada Recall - 2011094 - MOTOR COACH INDUSTRIES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011094-motor-coach-industries,TC,"Bus recalled by MOTOR COACH INDUSTRIES",Electrical,,Bus,,2011-10-21,0
22002,"  LittleLife Discoverer Child Carriers ",https://recalls-rappels.canada.ca/en/alert-recall/littlelife-discoverer-child-carriers,"Consumer product safety",,,,"Household items",,2011-10-20,1
71159,"Transport Canada Recall - 2011371 - VANTAGE MOBILITY INTERNATIONAL (VMI)",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011371-vantage-mobility-international-vmi,TC,"Minivan recalled by VANTAGE MOBILITY INTERNATIONAL (VMI)","Fuel supply",,Minivan,,2011-10-20,0
71218,"Transport Canada Recall - 2011309 - BLUE BIRD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011309-blue-bird,TC,"Bus recalled by BLUE BIRD",Engine,,Bus,,2011-10-20,0
71219,"Transport Canada Recall - 2011308 - BLUE BIRD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011308-blue-bird,TC,"School Bus recalled by BLUE BIRD",Engine,,"School Bus",,2011-10-20,0
21866,"  Hatley Youth Girls Splash Jacket - Fall 2011 ",https://recalls-rappels.canada.ca/en/alert-recall/hatley-youth-girls-splash-jacket-fall-2011,"Consumer product safety",,,,"Clothing and accessories",,2011-10-19,1
48673,"  Certain products are recalled due to chemical additives ",https://recalls-rappels.canada.ca/en/alert-recall/certain-products-are-recalled-due-chemical-additives,CFIA,,,,Food,"Class 3",2011-10-19,1
71160,"Transport Canada Recall - 2011370 - MULTIQUIP",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011370-multiquip,TC,"Light Trailer recalled by MULTIQUIP",Suspension,,"Light Trailer",,2011-10-19,0
71216,"Transport Canada Recall - 2011311 - ELDORADO",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011311-eldorado,TC,"Bus recalled by ELDORADO",Engine,,Bus,,2011-10-19,0
71372,"Transport Canada Recall - 2011147 - MERCEDES-BENZ",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011147-mercedes-benz,TC,"SUV recalled by MERCEDES-BENZ",Engine,,SUV,,2011-10-19,0
21901,"  “Tosca” Gel Firebowl ",https://recalls-rappels.canada.ca/en/alert-recall/tosca-gel-firebowl,"Consumer product safety",,"Labelling and packaging",,"Household items - Other",,2011-10-18,1
21934,"  Electric Planers, Hand Sanders and Rotary Hammer Drills ",https://recalls-rappels.canada.ca/en/alert-recall/electric-planers-hand-sanders-and-rotary-hammer-drills,"Consumer product safety",,,,"Hobby and craft items - Other",,2011-10-18,1
48662,"  Certain Butterball brand turkeys are being recalled due to a microbiological issue ",https://recalls-rappels.canada.ca/en/alert-recall/certain-butterball-brand-turkeys-are-being-recalled-due-microbiological-issue,CFIA,,"Non harmful (quality or spoilage)",,Food,"Class 3",2011-10-18,1
21665,"  Duoquat Disinfectant ",https://recalls-rappels.canada.ca/en/alert-recall/duoquat-disinfectant,HC,,,,Drugs,"Type III",2011-10-17,1
21667,"  All Purpose Cleaner Disinfectant ",https://recalls-rappels.canada.ca/en/alert-recall/all-purpose-cleaner-disinfectant,HC,,,,Drugs,"Type III",2011-10-17,1
22612,"  Four Weight Loss Products ",https://recalls-rappels.canada.ca/en/alert-recall/four-weight-loss-products,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-10-17,1
22615,"  [W.S] Gan Mao Ling and Chaisentomg Baby's Kam Chik San Powder ",https://recalls-rappels.canada.ca/en/alert-recall/ws-gan-mao-ling-and-chaisentomg-baby-s-kam-chik-san-powder,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-10-17,1
22618,"  SXL Sexcellence Sachets ",https://recalls-rappels.canada.ca/en/alert-recall/sxl-sexcellence-sachets,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-10-17,1
22632,"  Huo Li Bao and Ren Sem Tu Chon Chin Kuo Pill ",https://recalls-rappels.canada.ca/en/alert-recall/huo-li-bao-and-ren-sem-tu-chon-chin-kuo-pill,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-10-17,1
22781,"  Reminding Canadians of potential safety concerns in home canning and bottling ",https://recalls-rappels.canada.ca/en/alert-recall/reminding-canadians-potential-safety-concerns-home-canning-and-bottling,"Communications and Public Affairs Branch",,,,Other,,2011-10-17,1
48982,"  Certain raw oysters harvested in British Columbia may contain paralytic shellfish toxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-raw-oysters-harvested-british-columbia-may-contain-paralytic-shellfish-toxin,CFIA,,,,Food,"Class 1",2011-10-17,1
71220,"Transport Canada Recall - 2011307 - THOR MOTOR COACH",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011307-thor-motor-coach,TC,"Motorhome recalled by THOR MOTOR COACH",Electrical,,Motorhome,,2011-10-17,0
71221,"Transport Canada Recall - 2011306 - NEW FLYER",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011306-new-flyer,TC,"Bus recalled by NEW FLYER",Engine,,Bus,,2011-10-17,0
71226,"Transport Canada Recall - 2011301 - DUTCHMEN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011301-dutchmen,TC,"RV Trailer recalled by DUTCHMEN",Other,,"RV Trailer",,2011-10-17,0
71366,"Transport Canada Recall - 2011153 - STARTRANS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011153-startrans,TC,"Bus recalled by STARTRANS",Accessories,,Bus,,2011-10-17,0
48812,"  Certain raw mussels harvested in British Columbia may contain paralytic shellfish toxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-raw-mussels-harvested-british-columbia-may-contain-paralytic-shellfish-toxin-0,CFIA,,,,Food,"Class 1",2011-10-15,1
22001,"  Duramaxx 5-ton Electric Log Splitters ",https://recalls-rappels.canada.ca/en/alert-recall/duramaxx-5-ton-electric-log-splitters,"Consumer product safety",,,,"Tools and accessories",,2011-10-14,1
48672,"  Certain Grizzly brand Smoked Coho Salmon (Flakes) may contain Salmonella ",https://recalls-rappels.canada.ca/en/alert-recall/certain-grizzly-brand-smoked-coho-salmon-flakes-may-contain-salmonella,CFIA,,Salmonella,,Food,"Class 2",2011-10-14,1
48763,"  Certain President's Choice brand Milk Chocolate and Almond Caramel Clusters may contain pieces of glass ",https://recalls-rappels.canada.ca/en/alert-recall/certain-president-s-choice-brand-milk-chocolate-and-almond-caramel-clusters-may,CFIA,,"Extraneous Material",,Food,"Class 2",2011-10-14,1
71164,"Transport Canada Recall - 2011366 - MASTER LOCK",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011366-master-lock,TC,"Equipment recalled by MASTER LOCK",Other,,Equipment,,2011-10-14,0
71170,"Transport Canada Recall - 2011360 - OPEN RANGE RV",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011360-open-range-rv,TC,"RV Trailer recalled by OPEN RANGE RV",Structure,,"RV Trailer",,2011-10-14,0
71359,"Transport Canada Recall - 2011162 - THOR MOTOR COACH",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011162-thor-motor-coach,TC,"Motorhome recalled by THOR MOTOR COACH","Lights And Instruments",,Motorhome,,2011-10-14,0
22664,"  Citalopram: Health Canada reviewing dose-related heart risk ",https://recalls-rappels.canada.ca/en/alert-recall/citalopram-health-canada-reviewing-dose-related-heart-risk,"Communications and Public Affairs Branch",,"Dosage - Product safety",,Drugs,,2011-10-13,1
71173,"Transport Canada Recall - 2011357 - GENERAL MOTORS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011357-general-motors,TC,"Car recalled by GENERAL MOTORS",Other,,Car,,2011-10-13,0
71236,"Transport Canada Recall - 2011290 - DAIMLER TRUCK NORTH AMERICA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011290-daimler-truck-north-america,TC,"Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA",Other,,"Truck - Med. & H.D.",,2011-10-13,0
48896,"  Hygaard Mini Sub Sandwiches may contain Listeria monocytogenes ",https://recalls-rappels.canada.ca/en/alert-recall/hygaard-mini-sub-sandwiches-may-contain-listeria-monocytogenes,CFIA,,Listeria,,Food,"Class 1",2011-10-12,1
71248,"Transport Canada Recall - 2011278 - SURE POWER INDUSTRIES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011278-sure-power-industries,TC,"Equipment recalled by SURE POWER INDUSTRIES",Accessories,,Equipment,,2011-10-12,0
21824,"  B.O.B.® single and double strollers ",https://recalls-rappels.canada.ca/en/alert-recall/bobr-single-and-double-strollers,"Consumer product safety",,,,"Household items",,2011-10-11,1
21836,"  Master Lock Tri-ball Mount ",https://recalls-rappels.canada.ca/en/alert-recall/master-lock-tri-ball-mount,"Consumer product safety",,,,Other,,2011-10-11,1
48669,"  Undeclared milk, soy and wheat in certain Mr. Croquette brand products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-soy-and-wheat-certain-mr-croquette-brand-products,CFIA,,"Milk - Soy",,Food,"Class 3",2011-10-11,1
48816,"  Undeclared milk and improperly declared peanuts and nuts in certain Erom Dr Hwang's Soy Drinks ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-and-improperly-declared-peanuts-and-nuts-certain-erom-dr-hwang-s-soy,CFIA,,Milk,,Food,"Class 1",2011-10-11,1
71222,"Transport Canada Recall - 2011305 - NAVISTAR",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011305-navistar,TC,"Bus recalled by NAVISTAR",Electrical,,Bus,,2011-10-11,0
71223,"Transport Canada Recall - 2011304 - NAVISTAR",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011304-navistar,TC,"School Bus recalled by NAVISTAR",Electrical,,"School Bus",,2011-10-11,0
71564,"Transport Canada Recall - 2010419 - ALTEC INDUSTRIES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2010419-altec-industries,TC,"Truck - Med. & H.D. recalled by ALTEC INDUSTRIES",Other,,"Truck - Med. & H.D.",,2011-10-11,0
48653,"  Undeclared crustaceans, fish and sesame in various Kimchi ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-crustaceans-fish-and-sesame-various-kimchi,CFIA,,"Crustacean and shellfish",,Food,"Class 1",2011-10-08,1
48889,"  Undeclared fish, shrimp and sesame in certain Kimchi products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-fish-shrimp-and-sesame-certain-kimchi-products-1,CFIA,,Fish,,Food,"Class 1",2011-10-08,1
22016,"  RedMax Brushcutter / Trimmer ",https://recalls-rappels.canada.ca/en/alert-recall/redmax-brushcutter-trimmer,"Consumer product safety",,"Flammability hazard",,"Household items - Other",,2011-10-07,1
48652,"  Undeclared milk in certain Dorgel brand Gelato ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-dorgel-brand-gelato,CFIA,,Milk,,Food,"Class 3",2011-10-07,1
48671,"  Undeclared sulphites in certain Maple Smell brand Dried Sweet Potato ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-sulphites-certain-maple-smell-brand-dried-sweet-potato,CFIA,,Sulphites,,Food,"Class 2",2011-10-07,1
48815,"  Undeclared fish, shrimp and sesame in certain Kimchi products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-fish-shrimp-and-sesame-certain-kimchi-products,CFIA,,Fish,,Food,"Class 1",2011-10-07,1
48908,"  Undeclared milk in Primo brand Hearty Chicken Soup ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-primo-brand-hearty-chicken-soup,CFIA,,Milk,,Food,"Class 1",2011-10-07,1
71234,"Transport Canada Recall - 2011292 - BLUE BIRD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011292-blue-bird,TC,"Bus recalled by BLUE BIRD",Electrical,,Bus,,2011-10-07,0
71235,"Transport Canada Recall - 2011291 - BLUE BIRD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011291-blue-bird,TC,"Bus recalled by BLUE BIRD","Lights And Instruments",,Bus,,2011-10-07,0
21835,"  BUSA Children's Folding Tent ",https://recalls-rappels.canada.ca/en/alert-recall/busa-children-s-folding-tent,"Consumer product safety",,,,"Toys and games",,2011-10-06,1
48670,"  Undeclared wheat in Butcher's Choice brand Uncooked Breaded Pork Leg Inside Cutlet ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-wheat-butcher-s-choice-brand-uncooked-breaded-pork-leg-inside-cutlet,CFIA,,Wheat,,Food,"Class 3",2011-10-06,1
71174,"Transport Canada Recall - 2011356 - YAMAHA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011356-yamaha,TC,"Motorcycle recalled by YAMAHA",Engine,,Motorcycle,,2011-10-06,0
71228,"Transport Canada Recall - 2011298 - DAIMLER BUSES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011298-daimler-buses,TC,"Bus recalled by DAIMLER BUSES",Engine,,Bus,,2011-10-06,0
22029,"  Specialized Bicycle with Advanced Group Carbon forks ",https://recalls-rappels.canada.ca/en/alert-recall/specialized-bicycle-advanced-group-carbon-forks-0,"Consumer product safety",,,,"Outdoor living - Sports and fitness",,2011-10-05,1
48650,"  Certain Genuine Health Greens+ brand Hip To Be Healthy Squares are recalled due to a microbiological issue ",https://recalls-rappels.canada.ca/en/alert-recall/certain-genuine-health-greens-brand-hip-be-healthy-squares-are-recalled-due,CFIA,,"Non harmful (quality or spoilage)",,Food,"Class 3",2011-10-05,1
48813,"  Strubs Ready-To-Eat Danish Style Smoked Grav-Lox Atlantic Salmon may contain Salmonella bacteria ",https://recalls-rappels.canada.ca/en/alert-recall/strubs-ready-eat-danish-style-smoked-grav-lox-atlantic-salmon-may-contain-salmonella,CFIA,,Salmonella,,Food,"Class 2",2011-10-05,1
48818,"  Undeclared fish, shrimp and sesame in certain Kimchi products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-fish-shrimp-and-sesame-certain-kimchi-products-0,CFIA,,Fish,,Food,"Class 1",2011-10-05,1
21894,"  Indoor/Outdoor and Citronella Pacific Flame Bio-Ethanol Gel Fuel ",https://recalls-rappels.canada.ca/en/alert-recall/indooroutdoor-and-citronella-pacific-flame-bio-ethanol-gel-fuel,"Consumer product safety",,"Flammability hazard",,"Household items",,2011-10-04,1
22672,"  Reminding Canadians of turkey safety this Thanksgiving ",https://recalls-rappels.canada.ca/en/alert-recall/reminding-canadians-turkey-safety-thanksgiving,"Communications and Public Affairs Branch",,"Product safety",,Food,,2011-10-04,1
22780,"  Health Canada Offers Practical Advice on Safe Cell Phone Use ",https://recalls-rappels.canada.ca/en/alert-recall/health-canada-offers-practical-advice-safe-cell-phone-use,"Communications and Public Affairs Branch",,"Product safety",,Other,,2011-10-04,1
48649,"  Certain Misty Harbour Seafood brand Soft Shell Clams may contain E. coli ",https://recalls-rappels.canada.ca/en/alert-recall/certain-misty-harbour-seafood-brand-soft-shell-clams-may-contain-e-coli,CFIA,,,,Food,"Class 3",2011-10-04,1
48654,"  Certain Okanagan Spring brand Brewmaster's Black Lager is being recalled due to chemical residues ",https://recalls-rappels.canada.ca/en/alert-recall/certain-okanagan-spring-brand-brewmaster-s-black-lager-being-recalled-due-chemical,CFIA,,,,Food,"Class 3",2011-10-04,1
48657,"  Certain Gagan brand products may contain Salmonella or extraneous material ",https://recalls-rappels.canada.ca/en/alert-recall/certain-gagan-brand-products-may-contain-salmonella-or-extraneous-material,CFIA,,"Salmonella - Extraneous Material",,Food,"Class 2",2011-10-04,1
